business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,avg_rating,review_count,is_open,categories,nearest_attraction_id,nearest_attraction_name,nearest_attraction_category,distance_km
lRwpFFaFr3QQ5fGHkk3eXQ,"""I Love Sushi""",Alexandra Park,"""494 Queen St W""",Toronto,ON,M5V 2B3,43.647922,-79.401064,1.5,59,1,Sushi Bars;Japanese;Restaurants,144,Theatre Passe Muraille,Performing Arts,0.1744198209492559
R1YBPobZ-EtNeY8-goCMaQ,"""The Owl""",Chinatown,"""280 Spadina Avenue""",Toronto,ON,M5T 3A5,43.6525865,-79.3984452,3.5,59,1,Restaurants;Korean,62,Graffiti Alley,Landmark,0.5179888147923473
JEXasd9XUHFbt_fIdmdK8g,"""Restaurant La Banane""",Ossington Strip,"""227 Ossington Avenue""",Toronto,ON,M6J 2Z8,43.6490664,-79.420338,4.0,59,1,French;Bistros;Beer;Wine & Spirits;Seafood;Restaurants;Food,141,The Theatre Centre,Performing Arts,0.7478948454833103
nA4jm1nIdSXZTKd5TYH79A,"""The Works Gourmet Burger Bistro""",Swansea,"""2245 Bloor Street W""",Toronto,ON,M6S 1N6,43.6507359,-79.4774407,3.5,58,1,Burgers;Restaurants,142,The Village Players,Performing Arts,0.31659378086003653
ZUJL4EBj7bBYYIQn8J6EVw,"""Schnitzel Queen""",Corktown,"""211 Queen Street E""",Toronto,ON,M5A 1S2,43.6542017,-79.3704857,4.5,58,1,Restaurants;Czech;German;Sandwiches,162,Toronto's First Post Office,Museum,0.2556657335060713
VJHZxXBd7k9A8cQ4j8Uvkg,"""Sweet Bliss Baking Company""",Leslieville,"""1304 Queen Street E""",Toronto,ON,M4L 1C4,43.6638455,-79.3281308,4.0,58,1,Desserts;Bakeries;Food,11,Ashbridges Bay Park,Nature/ Park,2.0224114431434153
ptvN80KgWDINzWu80mHK5Q,"""Patisserie 27""",,"""401 Jane Street""",Toronto,ON,M6S,43.6584575,-79.4880731,4.5,58,1,Bakeries;Food,142,The Village Players,Performing Arts,1.6567187407098736
Db7rYJ8iDo-oE1Ich5Vxdw,"""Simit & Chai""",Niagara,"""787 King Street W""",Toronto,ON,M5V 1N4,43.6429732,-79.4066583,4.5,58,1,Bakeries;Coffee & Tea;Food;Sandwiches;Restaurants,53,Fort York National Historic Site,Museum,0.4979982450785183
tPtgpnTWCC4oIW-8-5YgXg,"""Cheese Boutique""",Swansea,"""45 Ripley Avenue""",Toronto,ON,M6S 3P2,43.6385755,-79.4750905,4.5,58,1,Specialty Food;Chocolatiers & Shops;Butcher;Food;Cheese Shops,142,The Village Players,Performing Arts,1.4583909808005153
Ehln9m65hoi5ylWCH2osdQ,"""Tich Modern Indian Cuisine""",Etobicoke,"""2314 Lakeshore Boulevard W""",Toronto,ON,M8V 1B5,43.6175940164,-79.4872378798,3.5,58,1,Bars;Cocktail Bars;Indian;Restaurants;Pakistani;Nightlife,74,Humber Bay Park West (Humber Bay Butterfly Habitat),Nature/ Park,1.3249084257984713
G9jwU3O0HOXTHt43eJi2mg,"""Imanishi Japanese Kitchen""",Little Portugal,"""1330 Dundas Street W""",Toronto,ON,M6J 1Y1,43.649596,-79.4265439,4.0,58,1,Japanese;Restaurants,141,The Theatre Centre,Performing Arts,0.8173824539739123
3cXsW6HxqW1HS4fcNCP1HQ,"""Pickle Barrel""",,"""Centerpoint Mall, 6508 Yonge Street""",Toronto,ON,M2M 4J8,43.7958126394,-79.4213057378,1.5,58,1,Restaurants;American (Traditional),59,Gibson House Museum,Museum,2.9930668587922575
I3sKfkXsYv4oF54JGoHWew,"""Bryden's""",Swansea,"""2455 Bloor Street W""",Toronto,ON,M6S 1P7,43.6490365,-79.4845701,4.0,58,1,Bars;Pubs;Sandwiches;Restaurants;Nightlife,142,The Village Players,Performing Arts,1.128634028082814
308f__iS3Qw_qhnda6IVPw,"""Hiro Sushi Restaurant""",Corktown,"""171 King Street E""",Toronto,ON,M5A 1J4,43.6505112592,-79.3714514814,3.5,58,1,Sushi Bars;Japanese;Event Planning & Services;Caterers;Restaurants,125,St. James Park,Nature/ Park,0.18201724980896522
hDAs86ujf7fOpr4n85jEAw,"""High Park Nails And Spa""",The Junction,"""3114 Dundas Street W""",Toronto,ON,M6P 2A1,43.6657748,-79.4737051,3.5,58,1,Nail Salons;Waxing;Beauty & Spas;Hair Removal,142,The Village Players,Performing Arts,1.565577829489483
Riei2mJ51OPhilVauV8NTg,"""FlightNetwork""",Downtown Core,"""1 Toronto Street, Suite 1000""",Toronto,ON,M5C 2V6,43.6499607,-79.3756344,1.5,58,1,Hotels & Travel;Travel Services,159,Toronto Sculpture Garden,Featured Park,0.21956753552289604
X2Nrv-UvBjgeWKJoeyZp_A,"""Star King Viet Thai Cuisine""",Yonge and Eglinton,"""2350 Yonge Street""",Toronto,ON,M4P 2E6,43.7085029,-79.3989157,3.0,58,1,Vietnamese;Restaurants;Thai,4,Alexander Muir Memorial Gardens,Nature/ Park,1.4724438852387836
qQOs9v-lm7Vc6KH_0X7SOQ,"""St James's Gate Toronto""",Etobicoke,"""5140 Dundas St W""",Toronto,ON,M9A 1C2,43.6438108,-79.533577,4.0,58,1,Pubs;Food;Beer;Wine & Spirits;Restaurants;Nightlife;Irish;Bars,92,Montgomery's Inn,Museum,1.2382570641244062
H_YBTOS23PRhrjWtP7TeJw,"""Marigold Indian Bistro""",Mount Pleasant and Davisville,"""552 Mount Pleasant Road""",Toronto,ON,M4S 2M6,43.7028822,-79.387986,3.5,58,1,Indian;Restaurants;Pakistani,4,Alexander Muir Memorial Gardens,Nature/ Park,2.540527070215201
30cVbUJcsDpqaEM9V_axVQ,"""dbar""",Yorkville,"""60 Yorkville Ave, Four Seasons Hotel""",Toronto,ON,M5R 3V6,43.6712931,-79.3904805,3.5,58,1,Nightlife;Hotels;Lounges;Bars;Event Planning & Services;Hotels & Travel,169,Village of Yorkville Park,Nature/ Park,0.19415749467629928
yaViddk9vxi-7p8DnjoClw,"""Sushi Delight""",Greektown,"""461 Danforth Avenue""",Toronto,ON,M4W 1A7,43.6777648,-79.3502262,3.0,58,1,Restaurants;Sushi Bars;Japanese,135,The Danforth Music Hall,Performing Arts,0.770950557773941
bxut5RczUkEQjm8q5A-X1g,"""Wild Wing""",Downtown Core,"""431 Yonge Street""",Toronto,ON,M5B 1T3,43.660605,-79.382602,2.5,58,1,Restaurants;Chicken Wings,95,Mysteriously Yours Mystery Dinner Theatre,Performing Arts,0.25541553450962245
JPgBO-7imIPdc2XBkvynpQ,"""Eat My Martini""",Bickford Park,"""648 College St""",Toronto,ON,M6G 1B8,43.6551707,-79.4160668,3.0,58,1,Bars;Nightlife;Lounges,104,Randolph Centre for the Arts,Performing Arts,1.1050691435940863
pKvCGliDRl6qROoKvOevPA,"""Lola Salon""",Ossington Strip,"""200 Ossington Avenue""",Toronto,ON,M6J 2Z7,43.6487172,-79.4208709,4.5,58,1,Beauty & Spas;Hair Salons,141,The Theatre Centre,Performing Arts,0.6882184100885971
AShjimfb4-Acstqtg9OYrg,"""Dave's... On St Clair""",,"""730 St Clair Avenue W""",Toronto,ON,M6C 1B3,43.6815373,-79.4272515,4.0,58,1,Nightlife;Pizza;Music Venues;Pubs;Bars;Breakfast & Brunch;Arts & Entertainment;Restaurants,10,Artscape Wychwood Barns,Landmark,0.4205117404571447
9HC5xHX8QE8VmGd-wCKEaA,"""Masseria""",,"""577 King Street W""",Toronto,ON,M5V 1M1,43.6444204,-79.3997431,4.0,58,1,Restaurants;Pizza;Italian,75,iArts Museum,Museum,0.062040338813461
1zzzuXq0ov-x0aogiqHl-A,"""Thai Room Liberty Village""",Liberty Village,"""171 E Liberty Street""",Toronto,ON,M6K 3P6,43.6387,-79.417724,3.0,58,1,Restaurants;Thai,42,Coca-Cola Coliseum (formerly Ricoh Coliseum),Sports / Entertainment Venue,0.5024419138137354
4_L9bnIvY8TLDfiTBGcnRA,"""Daldongnae""",,"""6034 Yonge Street""",Toronto,ON,M2M 3W5,43.7897298,-79.4182688,4.0,58,1,Barbeque;Korean;Restaurants,59,Gibson House Museum,Museum,2.263292094464058
j76FtDF70w93QKrcnT9AMA,"""Matahari Grill""",Downtown Core,"""39 Baldwin St""",Toronto,ON,M5T 1L1,43.6558884,-79.3935888,3.0,58,1,Restaurants;Malaysian,8,Art Gallery of Ontario,Gallery,0.27988363309154574
288uyG-jORlPnGhn3fMlfA,"""Absolute Comedy""",Yonge and Eglinton,"""2335 Yonge Street""",Toronto,ON,M4P 2C8,43.7086239101,-79.3984638656,4.0,58,1,Comedy Clubs;Nightlife,4,Alexander Muir Memorial Gardens,Nature/ Park,1.4687597644166754
5-KisjcYyWN6Fwcp-wDYmw,"""Urban Eatery at the Eaton Centre""",Downtown Core,"""Eaton Centre, 220 Yonge St, Ste 110""",Toronto,ON,M5B 2L7,43.6557636173,-79.3811774254,3.5,58,1,Restaurants;Fast Food,118,Sankofa Square (formerly known as Yonge-Dundas Square),Landmark,0.08499497892775906
kywgPe0g6aVoq4VOMRMX1w,"""Doug McNish's Public Kitchen""",,"""561 Marlee Avenue""",Toronto,ON,M6B 3J3,43.709379,-79.4437582,4.5,58,1,Restaurants;Gluten-Free;Vegan,175,Yorkdale Shopping Centre,Landmark,2.0114994182293033
IeYyjnWo3eT2cVIudqFV4A,"""CoCo Fresh Tea & Juice""",Willowdale,"""17B Finch Avenue W""",Toronto,ON,M2N 7K4,43.7791901,-79.4172012,3.5,58,1,Food;Juice Bars & Smoothies;Coffee & Tea;Tea Rooms,59,Gibson House Museum,Museum,1.0925599549124936
hWaptsAiWkxqCX9SFfJDkg,"""Nak Won""",Chinatown,"""471 Dundas Street W""",Toronto,ON,M5T 1G6,43.6530012,-79.3967849,3.0,58,1,Restaurants;Korean,8,Art Gallery of Ontario,Gallery,0.4769479672669899
ZjYOIMcLTWFPa4jGC-YFwQ,"""Firkin On King""",,"""461 King Street W""",Toronto,ON,M5V 1K4,43.645066578,-79.3966358972,3.0,58,1,Nightlife;Bars;Pubs;Restaurants,7,Arcadia Earth,Attraction,0.2362034660408667
r388dQHh4aYgmY6JCThYUQ,"""ZenQ Desserts""",Willowdale,"""5437A Yonge Street""",Toronto,ON,M2N 5S1,43.7766032,-79.4147837,3.0,58,1,Desserts;Food,59,Gibson House Museum,Museum,0.7752426899393524
V_maCS_uBRMjqa_BCEh3OA,"""Aroma Waxing Clinic""",Koreatown,"""588 Bloor Street W, 2nd Floor""",Toronto,ON,M6G 1K4,43.6647733485,-79.4129719495,3.5,58,1,Hair Removal;Massage;Day Spas;Beauty & Spas,104,Randolph Centre for the Arts,Performing Arts,0.2665059268920812
tiQQqJ5ymf_XWzyF9ywArw,"""Mars Uptown""",Yonge and Eglinton,"""2363 Yonge Street""",Toronto,ON,M4P 2C8,43.7091651,-79.3985653,3.5,58,1,Diners;Restaurants,4,Alexander Muir Memorial Gardens,Nature/ Park,1.4076585170346472
MNIIRlWXotubOauSksv9AQ,"""Akai Sushi""",,"""168 Major Street""",Toronto,ON,M5S 2L3,43.6626425,-79.4048826,4.0,58,1,Restaurants;Sushi Bars;Japanese,165,Ukrainian Museum of Canada,Museum,0.31750208813709374
ZxwTs6uEDRnC-kNnsrDNsA,"""Torch Sushi & Bento""",Downtown Core,"""187 Dundas St W""",Toronto,ON,M5G 1C7,43.6549808,-79.386619,2.5,58,1,Sushi Bars;Restaurants,133,Textile Museum of Canada,Museum,0.05826787865008187
42-UJ-c_97IeqUc6BWjmnA,"""Pho 88""",,"""900 Don Mills Road, Unit 9""",Toronto,ON,M3C 1V6,43.7268982,-79.3420715,3.0,57,1,Thai;Vietnamese;Restaurants,2,Aga Khan Museum,Museum,1.107437501433001
R4jhm7FFQw0i1GpO4JvS5g,"""Carmen's Steak House""",Church-Wellesley Village,"""26 Alexander Street""",Toronto,ON,M4Y 1B4,43.663246,-79.3822034,4.0,57,1,Steakhouses;Seafood;Restaurants,21,Buddies in Bad Times Theatre,Performing Arts,0.09645456500838114
YXjD1_p0mvZkdI8S_RKdnA,"""Poke Wrap""",Downtown Core,"""354 Yonge Street""",Toronto,ON,M5B 1S5,43.6580847,-79.3819495,4.0,57,1,Hawaiian;Restaurants;Fast Food;Poke;Food,95,Mysteriously Yours Mystery Dinner Theatre,Performing Arts,0.12673431209816025
gl1zQmiA8MUHmLL2wsCdVA,"""Mazz Sushi""",Dufferin Grove,"""993 Bloor Street W""",Toronto,ON,M6H 1M1,43.6608282,-79.4298841,3.5,57,1,Restaurants;Sushi Bars;Japanese,93,Museum of Contemporary Canadian Art,Gallery,1.836282517975987
13i9_fvGykydL6wKxXq8FA,"""Capital Espresso""",Parkdale,"""1349 Queen Street W""",Toronto,ON,M6K 2S1,43.6410227,-79.4345127,4.0,57,1,Food;Coffee & Tea,141,The Theatre Centre,Performing Arts,1.2670931682095463
hGL0I-qv771etyNBxmOF2w,"""Hot Docs Ted Rogers Cinema""",The Annex,"""506 Bloor Street W""",Toronto,ON,M5S 1Y3,43.6654163,-79.4103853,4.0,57,1,Cinema;Arts & Entertainment,104,Randolph Centre for the Arts,Performing Arts,0.20273115421985946
J-_Tb20y1PhzTbP0IlmMHg,"""Dat Salon""",West Queen West,"""984 Queen Street W""",Toronto,ON,M6J 1H1,43.6444674,-79.4181022,5.0,57,1,Hair Salons;Beauty & Spas,141,The Theatre Centre,Performing Arts,0.5963026990473042
CvQf21Vfm3RD6L5iHZojCw,"""Gonoe Sushi""",Harbourfront,"""262 Queens Quay W, Unit 5""",Toronto,ON,M5V 3A7,43.6392105337,-79.3858777522,3.5,57,1,Restaurants;Japanese,128,Steam Whistle Brewery,Attraction,0.16319785052230895
yOxuSjJcW7oEWYz9yb4HYA,"""Leslie Jones""",Leslieville,"""1182 Queen Street E""",Toronto,ON,M4M 1L4,43.6628904,-79.3318366,4.0,57,1,Mediterranean;Canadian (New);American (New);Cafes;Restaurants;Italian;Comfort Food,11,Ashbridges Bay Park,Nature/ Park,2.4092909583118653
bl0GSLa6DvLXCvhAw5DVUg,"""The Pie Commission""",Trinity Bellwoods,"""887 Dundas Street W""",Toronto,ON,M6J 1V9,43.6510416,-79.4117314,4.0,57,1,Do-It-Yourself Food;Food;Canadian (New);Restaurants;Comfort Food;Fast Food,144,Theatre Passe Muraille,Performing Arts,1.0610641160497536
y166Ve7c7y2EnnePytr71Q,"""1915 Lan Zhou Ramen""",Downtown Core,"""185 Dundas Street W""",Toronto,ON,M5G 1C7,43.654996395,-79.3867961531,3.5,57,1,Restaurants;Japanese;Chinese;Noodles;Ramen,133,Textile Museum of Canada,Museum,0.058761356366980114
GLTLuTgZ8Pn5j4-aw2GCPQ,"""The Monk's Table""",Summer Hill,"""1276 Yonge Street""",Toronto,ON,M4T 1W5,43.6836196,-79.3925059,4.0,57,1,British;Nightlife;Bars;Pubs;Restaurants,158,Toronto Reference Library,Landmark,1.4568888272361138
-Ym2QNi910L8Gwr0yVtE4g,"""For The Love of Cake Custom Creations""",Liberty Village,"""171 E Liberty Street, Unit 117""",Toronto,ON,M6K 3P6,43.637706133,-79.4180673228,3.5,57,1,Desserts;Bakeries;Food,42,Coca-Cola Coliseum (formerly Ricoh Coliseum),Sports / Entertainment Venue,0.4398146301156925
WpK-mZ7w-304c78MOEYH6A,"""Mai Bistro""",Etobicoke,"""4906 Dundas W""",Toronto,ON,M9A 1B4,43.6490027,-79.5285543,4.5,57,1,Latin American;Tapas/Small Plates;Restaurants;Asian Fusion,92,Montgomery's Inn,Museum,0.4366760566270699
ZeflI-5odYACgDiWiEocKw,"""Crows Nest Barbershop""",Kensington Market,"""2 Kensington Avenue""",Toronto,ON,M5T 2J7,43.6528952,-79.4001416,4.5,57,1,Barbers;Beauty & Spas,144,Theatre Passe Muraille,Performing Arts,0.5478050696022395
DT7iqs2I804ECr9p5VFMrA,"""Maido Japanese Restaurant""",The Annex,"""364 Bloor Street W""",Toronto,ON,M5S 1X2,43.6662975,-79.4056146,4.0,57,1,Restaurants;Japanese,3,Al Green Theatre (at the Miles Nadal Jewish Community Centre),Performing Arts,0.1851920956226591
-dSfSU0Nwwh2b0aLo5ifyw,"""Kebab 49""",Etobicoke,"""5308 Dundas St. W""",Toronto,ON,M9B 1B1,43.6358945,-79.5402575,3.0,57,1,Turkish;Restaurants,92,Montgomery's Inn,Museum,2.385985850696857
tN8UltYOJDKGlYO-T6XY2g,"""Gelato Simply Italian""",Yorkville,"""146 Cumberland Street""",Toronto,ON,M5R,43.6700082,-79.3928465,3.5,57,1,Food;Ice Cream & Frozen Yogurt,169,Village of Yorkville Park,Nature/ Park,0.12948812462384043
wYZoSBvIbJWvDl-ruZwJ7Q,"""Harbourfront Centre""",Harbourfront,"""235 Queens Quay W""",Toronto,ON,M5J 2G8,43.6389906,-79.3830201,4.0,57,1,Local Flavor;Arts & Entertainment;Performing Arts;Venues & Event Spaces;Event Planning & Services,66,Harbourfront Centre,Performing Arts,0.127960055215585
84RdNjDKXKzqZlSlT6G6PA,"""Film Cafe by Eative""",Kensington Market,"""230 Augusta Avenue""",Toronto,ON,M5T 2L6,43.655074,-79.4024309,4.0,57,1,Ice Cream & Frozen Yogurt;Beer Bar;Asian Fusion;Food;Juice Bars & Smoothies;Nightlife;Bars;Cafes;Japanese;Specialty Food;Breakfast & Brunch;Coffee & Tea;Restaurants;Comfort Food;Desserts,144,Theatre Passe Muraille,Performing Arts,0.7230946807640933
bYt7GYOW-TaQLkzDTu24nw,"""City Sightseeing Toronto""",Harbourfront,"""249 Queens Quay W""",Toronto,ON,M5J 2N5,43.639088,-79.385623,3.0,57,1,Tours;Hotels & Travel,128,Steam Whistle Brewery,Attraction,0.1758098791677331
9FPs1mXHZEoEWo3kw9cwGQ,"""Ebisu On Queen""",Queen Street West,"""204 Queen Street W""",Toronto,ON,M5V 1Z2,43.6504459524,-79.3889823183,3.5,57,1,Restaurants;Japanese;Sushi Bars;Ramen;Tapas Bars,178,Yuk Yuk's,Performing Arts,0.10349024741040319
t_J0tbNB4rmHOb9NBsN5SQ,"""Eye Love Beauty Bar""",Niagara,"""793 Queen Street W, 2nd Floor""",Toronto,ON,M6J 1G1,43.6460644,-79.4085479,4.5,57,1,Makeup Artists;Beauty & Spas;Eyelash Service;Hair Removal,51,Factory Theatre,Performing Arts,0.6392111132604338
7i0kkZ79MMkI59qCGilltQ,"""Norling""",Parkdale,"""1512 Queen Street W""",Toronto,ON,M6R 1A4,43.640331605,-79.4383909553,4.0,57,1,Asian Fusion;Himalayan/Nepalese;Restaurants,87,Medieval Times Dinner and Tournament,Performing Arts,1.6639595709041908
ICC-Xz2oqLHfMti8hRy4NA,"""Daily Sushi Japanese Restaurant""",Church-Wellesley Village,"""20 Carlton Street""",Toronto,ON,M5B 2H5,43.6616374,-79.3816808,3.0,57,1,Restaurants;Sushi Bars;Japanese,86,Mattamy Athletic Centre,Sports / Entertainment Venue,0.16014062749750735
Lft-0Xy72YbwRkn_n5hfXA,"""Lime Asian Cuisine""",Yonge and Eglinton,"""170 Eglinton Avenue E""",Toronto,ON,M4P 1A6,43.7078211,-79.3931235,3.5,57,1,Thai;Restaurants,4,Alexander Muir Memorial Gardens,Nature/ Park,1.7699614054357147
o3dA9fcwg84luw9yamk7wQ,"""Butter Chicken Roti""",Beaconsfield Village,"""1076 Queen Street W""",Toronto,ON,M6J 1H8,43.6436772,-79.4215955,3.5,57,1,Indian;Restaurants,141,The Theatre Centre,Performing Arts,0.20049408883844205
xO_2oSQeVFzmHWOkk321BQ,"""North of Brooklyn Pizzeria""",Church-Wellesley Village,"""469 Church Street""",Toronto,ON,M4Y 2C5,43.6643898,-79.3803681,3.0,57,1,Restaurants;Pizza,86,Mattamy Athletic Centre,Sports / Entertainment Venue,0.2464175412376016
_OecgEhpCDj-5qJNP_KlVg,"""Lalibela Ethiopian Restaurant""",The Danforth,"""1202 Danforth Avenue""",Toronto,ON,M4J,43.6817099,-79.3319989,4.0,57,1,Restaurants;Ethiopian,135,The Danforth Music Hall,Performing Arts,2.84100223945961
T6uVlXYp9XeW8U9QajqQdg,"""'ONO Poké Bar""",Liberty Village,"""100 Western Battery Road, Unit 2""",Toronto,ON,M6K 3S2,43.639686,-79.4158989,4.5,57,1,Sushi Bars;Asian Fusion;Poke;Food;Hawaiian;Restaurants,42,Coca-Cola Coliseum (formerly Ricoh Coliseum),Sports / Entertainment Venue,0.5367702601675857
8zJAGhUZEh836P-E-mGiMw,"""Phoenix Concert Theatre""",,"""410 Sherbourne St""",Toronto,ON,M4X 1K2,43.6647275,-79.3741718,3.0,57,1,Nightlife;Arts & Entertainment;Music Venues,5,Allan Gardens,Nature/ Park,0.3578030117678631
T-a4HuTSELZ3qm_nos_Qtg,"""The New Yorker Deli""",Yorkville,"""1140 Bay Street""",Toronto,ON,M5S 2B4,43.6683881,-79.3892802,3.0,57,1,Restaurants;Delis;Sandwiches;Caterers;Event Planning & Services,169,Village of Yorkville Park,Nature/ Park,0.32213220575590384
z1jWE9gO4ehWJESM_H7zpA,"""Icha Tea""",Chinatown,"""235 Spadina Avenue, Unit 4""",Toronto,ON,M5T 2E2,43.6514148332,-79.397053919,4.5,56,1,Tea Rooms;Coffee & Tea;Food;Desserts,62,Graffiti Alley,Landmark,0.4185619181381459
1WE-vUAugCNBg7-Vg4HKBg,"""Suksi Biryani House""",Church-Wellesley Village,"""15 Hayden Street""",Toronto,ON,M4Y 2P2,43.6694267,-79.3858593,3.5,56,1,Pakistani;Indian;Restaurants,24,CAA Theatre (formerly Panasonic Theatre),Performing Arts,0.15580285895005339
isYj0rlYyUv3bUd4ZChxlQ,"""Sashimi Island""",Little Italy,"""635 College Street""",Toronto,ON,M6G 1B5,43.6546969,-79.4150229,3.0,56,1,Restaurants;Japanese;Sushi Bars,104,Randolph Centre for the Arts,Performing Arts,1.096436705615204
2gUlfNEmqFlugmT-uT1m_w,"""MUJI""",Downtown Core,"""595 Bay Street, Unit C-03""",Toronto,ON,M5G 2L2,43.6562362934,-79.3817958623,3.0,56,1,Flowers & Gifts;Cards & Stationery;Arts & Crafts;Shopping;Event Planning & Services;Home & Garden;Home Decor,82,Little Canada,Attraction,0.11744630977778046
dKOrxsz6ygqa-AatwzpKyQ,"""Casa Deluz Banquet Hall""",Milliken,"""1571 Sandhurst Circle""",Toronto,ON,M1V 1V2,43.8092012621,-79.2681528255,2.5,56,1,Chinese;Restaurants,40,Chinese Cultural Centre of Greater Toronto,Attraction,4.1290214083785965
iag4htR8F7FmE9zpz7_GMw,"""Levetto""",Dufferin Grove,"""940 College Street""",Toronto,ON,M6H 1A5,43.6536812,-79.4265904,4.0,56,1,Restaurants;Pizza;Italian;Salad,141,The Theatre Centre,Performing Arts,1.2415789853896257
aXJO1nRhPGzVK6ioSoHQDw,"""Friar & Firkin""",Entertainment District,"""160 John Street""",Toronto,ON,M5V 2E5,43.6484648913,-79.391182,3.5,56,1,Beer;Wine & Spirits;Pubs;Bars;Food;Nightlife,1,299 Queen Street West,Landmark,0.1342502039612202
oXMvjbVKKr629a2FTxXtJA,"""Nando's Flame Grilled Chicken""",,"""939 Eglinton Ave E.""",Toronto,ON,M4G 4E8,43.7130336385,-79.3597540197,3.0,56,1,African;American (Traditional);Barbeque;Chicken Wings;South African;Restaurants;Portuguese,149,Toronto Botanical Gardens and Edwards Gardens,Nature/ Park,2.3505015754080794
vRP9i7ev4hWDf818xUZy6g,"""Yonge-Dundas Square""",Downtown Core,"""40 Dundas St W""",Toronto,ON,M5G 2C2,43.6560741091,-79.3803834915,3.0,56,1,Local Flavor;Public Services & Government;Landmarks & Historical Buildings,118,Sankofa Square (formerly known as Yonge-Dundas Square),Landmark,0.016808520494827568
b959iSBSYuuhtiEmv6VIQA,"""Ontario Spring Water Sake Company""",Distillery District,"""51 Gristmill Lane""",Toronto,ON,M5A 3C4,43.649888,-79.3600215,4.5,56,1,Food;Distilleries;Breweries,145,Thompson Landry Gallery - Stone Building & Cooperage Space,Gallery,0.024893776255090396
U4e-0KtL2aPURQwbefjF3Q,"""Somethin' 2 Talk About""",Downtown Core,"""78 Gerrard Street W""",Toronto,ON,M5G 1J5,43.6584783,-79.3854255,4.0,56,1,Middle Eastern;Sandwiches;French;Restaurants,95,Mysteriously Yours Mystery Dinner Theatre,Performing Arts,0.26295642623012927
RIkiTtRMZASo7DmKd1vd5g,"""Milano""",Entertainment District,"""266 Adelaide Street W, Unit 2""",Toronto,ON,M5H 1X6,43.6481106,-79.3897971,4.5,56,1,Food;Bakeries;Sandwiches;Coffee & Tea;Restaurants,101,Princess of Wales Theatre,Performing Arts,0.15132010706187982
j_aPSU74xzffmw0lcrY8kQ,"""Capriccio""",Willowdale,"""5379 Yonge Street""",Toronto,ON,M2N 5R6,43.7759804,-79.4143258,3.5,56,1,Coffee & Tea;Desserts;Food;Bakeries,59,Gibson House Museum,Museum,0.7088755292782952
u9_cHsWEKds73ZT8PZaf6g,"""Bolan Thai Cuisine""",Mount Pleasant and Davisville,"""709 Mount Pleasant Road""",Toronto,ON,M4S 2N4,43.7064805632,-79.3893363699,4.0,56,1,Thai;Restaurants,4,Alexander Muir Memorial Gardens,Nature/ Park,2.130612607909413
1tsUXKaHQ20rnfXMAdLUmA,"""Daio Japanese Restaurant""",Church-Wellesley Village,"""45 Carlton Street""",Toronto,ON,M5B 2H9,43.6616054641,-79.3813934686,3.5,56,1,Japanese;Restaurants,86,Mattamy Athletic Centre,Sports / Entertainment Venue,0.13266691365653527
BN7KeClLq8DR-crgAImpcQ,"""Trinity Common""",Kensington Market,"""303 Augusta Avenue""",Toronto,ON,M5T 2M2,43.6567508788,-79.4030518457,3.5,56,1,Nightlife;Bars;Restaurants,165,Ukrainian Museum of Canada,Museum,0.5899701559006362
1HWH_BE_wMfX88cRoH-NCQ,"""Sakawa Coffee & Japanese Restaurant""",Greektown,"""867 Danforth Ave""",Toronto,ON,M4J 1L8,43.679799,-79.3397466,4.5,56,1,Breakfast & Brunch;Restaurants;Japanese;Cafes,135,The Danforth Music Hall,Performing Arts,1.9556724959749363
uq9fF4kFSx1pjRZj_FEazw,"""The Peartree Restaurant""",Cabbagetown,"""507 Parliament Street""",Toronto,ON,M4X 1P3,43.665052,-79.367999,3.5,56,1,Breakfast & Brunch;Seafood;Restaurants;Cajun/Creole;Mediterranean,171,Winchester Street Theatre,Performing Arts,0.17463108292903823
DKiRDPtQ5cTN-eX1oEgA9w,"""Firkin On Bloor""",Church-Wellesley Village,"""81 Bloor Street E""",Toronto,ON,M4W 1A9,43.6706840131,-79.3845563405,3.0,56,1,Nightlife;Bars;Pubs,138,The Japan Foundation,Museum,0.21723804308278222
azsyGov8GFJswGxcqIn71g,"""Ella's Uncle""",Little Italy,"""916 Dundas St W""",Toronto,ON,M6J 1W1,43.6510771,-79.4125794,4.0,56,1,Food;Bakeries;Coffee & Tea,144,Theatre Passe Muraille,Performing Arts,1.1531724599130264
EzGGUtQtbE8z57pqxE0I8w,"""Bamboo Buddha Chinese Resturant""",Niagara,"""752 King Street W""",Toronto,ON,M5V 1N3,43.6435286,-79.4051044,3.5,56,1,Restaurants;Chinese,51,Factory Theatre,Performing Arts,0.3327689902910787
R5ZvZ97FDp2bD93CNKg-zQ,"""Lola Sushi""",Mount Pleasant and Davisville,"""2070 Yonge Street""",Toronto,ON,M4S 2A3,43.7019454,-79.3973653,4.0,56,1,Korean;Japanese;Sushi Bars;Restaurants,4,Alexander Muir Memorial Gardens,Nature/ Park,2.219527781445692
whF3fiWey-GJLzmX3yoC5w,"""Imagine Cinemas Market Square""",St. Lawrence,"""80 Front Street E""",Toronto,ON,M5E 1T4,43.6492592,-79.3726488,4.5,56,1,Cinema;Arts & Entertainment,159,Toronto Sculpture Garden,Featured Park,0.12944018742181515
